景区名,标记次数,经度,纬度
重庆市重庆喜来登大酒店,2,106.5928823750619,29.54935422004949
重庆市陕西历史博物馆,2,106.55843415537664,29.568996245338923
重庆市黄龙溪,2,108.51445156646864,31.59193636057727
重庆市宜昌,2,106.55843415537664,29.568996245338923
重庆市永兴坊,2,106.55843415537664,29.568996245338923
重庆市小雁塔(荐福寺),2,106.55843415537664,29.568996245338923
重庆市折多山,2,106.55843415537664,29.568996245338923
重庆市解放路步行街,2,106.06112683538407,29.850229674789855
重庆市回民街,2,106.55843415537664,29.568996245338923
重庆市冒椒火辣(奎星楼街店),2,108.22768361207682,31.106727248581596
重庆市杨记隆府(解放碑总店),2,106.58461158640371,29.567351651378097
重庆市大雁塔北广场,2,106.55763502279524,29.618491028039305
重庆市西安鼓楼,2,109.57853846000751,31.05120420947609
重庆市西安城墙,2,106.55843415537664,29.568996245338923
重庆市秦始皇帝陵博物院(兵马俑),2,106.55843415537664,29.568996245338923
重庆市重庆南滨108江景酒店,2,106.58622000241881,29.556234991500528
重庆市东郊记忆,2,106.57296703174282,29.643314912292997
重庆市四川博物院,2,106.55843415537664,29.568996245338923
重庆市人民大会堂,2,106.56045911565657,29.567847993173032
重庆市罗中立美术馆,2,106.57039419493255,29.676019169605034
重庆市四川美术学院虎溪校区,2,106.30745065021044,29.609297417442498
重庆市重庆天喜豪生大酒店,2,106.08623887607666,29.84245971265487
重庆市渝中区,2,106.57544006681098,29.559090182993803
重庆市渝味晓宇火锅(枇杷山正街店),2,106.56332695599623,29.558739022085213
重庆市巫峡,2,109.90138640605485,31.096656359170584
重庆市武汉,2,106.55843415537664,29.568996245338923
重庆市三峡大坝旅游区,2,121.41788241051769,24.87466064402624
重庆市夔门,2,109.55516401165458,31.05098795720607
重庆市重庆大学,2,106.30553303743895,29.59885936086817
重庆市重庆山城步道,2,106.58393902506863,29.565914995011525
重庆市龚滩古镇,2,108.35829847797294,28.925864382947033
重庆市李子坝梁山鸡(李子坝大鸡哥店),2,106.57778617131062,29.528811594299146
重庆市巫山小三峡,2,109.89476203173263,31.086326857059433
重庆市铁路四村,2,106.55060093133223,29.49683479064356
重庆市成都玉林西路小酒馆楼上普通公寓,2,104.06280698461087,30.635762907428575
重庆市重庆WFC会仙楼观景台,2,106.584362665947,29.565289057802726
重庆市宝轮寺,2,106.45880704384216,29.588463947826508
重庆市壹华里夜景公园,2,106.59931801539437,29.51471201403816
重庆市李子坝梁山鸡(公园二鸡哥店),2,107.80909453426766,30.67813910087842
重庆市佛图关与鹅岭,2,106.53165198508046,29.55340501038728
重庆市日月光中心广场,2,106.57939997715876,29.559874026871945
重庆市滨江路,2,108.38566303262246,30.82323559345885
重庆市重庆丽晶酒店,2,106.57712600659156,29.57764898218551
重庆市严太婆锅魁(文殊院店),2,108.39683346163903,30.831264479885032
重庆市重庆当代美术馆,2,106.54789496564543,29.49323425353524
重庆市凯旋路电梯,2,106.58328002814673,29.558106285293377
重庆市杨家坪/万象城,2,106.5245287817109,29.522457011079737
重庆市重庆建川博物馆聚落,2,106.52900934993208,29.525625789179763
重庆市山亦城·九宫格老火锅(解放碑店),2,106.588590001845,29.563390017296733
重庆市黑山谷风景区,2,107.00477395634425,28.893745030561373
重庆市马房湾66号·江湖菜,2,106.45424715524446,29.569132030527612
重庆市泸沽湖,2,106.55843415537664,29.568996245338923
重庆市玉龙雪山,2,106.55843415537664,29.568996245338923
重庆市芙蓉洞,2,107.91417749161427,29.23238193139662
重庆市猴三老火锅(洪崖洞店),2,106.58476573562918,29.568199279159778
重庆市弹子石,2,106.59668867516754,29.58818614828762
重庆市恩施大峡谷,2,109.17329299190467,30.43177995433026
重庆市边城景区,2,109.27915334238874,28.50496307408147
重庆市黄鹤楼,2,106.55843415537664,29.568996245338923
重庆市腾龙洞风景区,2,106.55843415537664,29.568996245338923
重庆市重庆长江大桥,2,108.0564783209314,30.30588011035973
重庆市圣寿寺,2,105.8046343818492,29.757913436482305
重庆市恩施土家女儿城,2,109.51043917692381,30.274406410703712
重庆市上海,2,106.56368708667507,29.583449853501744
重庆市宝顶山石刻,2,105.79154885532023,29.748410271545527
重庆市较场口夜市,2,106.58319801285369,29.560662027254793
重庆市然乌湖,1,106.55843415537664,29.568996245338923
重庆市府右街,1,106.55843415537664,29.568996245338923
重庆市太和门,1,106.55843415537664,29.568996245338923
重庆市丰都五鱼山玉皇圣地旅游景区,1,107.72546200912375,29.89208496682373
重庆市怒江七十二道拐,1,106.49647074809931,29.533020340848427
重庆市姊妹湖,1,106.55843415537664,29.568996245338923
重庆市芒康,1,98.59968548039171,29.685776117713207
重庆市阿刁·茶饮(大昭寺店),1,106.55843415537664,29.568996245338923
重庆市拉萨,1,106.55843415537664,29.568996245338923
重庆市羊卓雍措,1,106.55843415537664,29.568996245338923
重庆市老光明岗琼甜茶馆,1,106.55179594715176,29.47266997672921
重庆市理塘,1,100.27557457997872,30.000030621750792
重庆市泸定桥,1,106.55843415537664,29.568996245338923
重庆市稻城亚丁,1,106.55843415537664,29.568996245338923
重庆市龚滩镇,1,108.35829847797294,28.925864382947033
重庆市牛奶海,1,106.55843415537664,29.568996245338923
重庆市布达拉宫,1,106.63957934969388,29.723672974190542
重庆市梵净山佛教文化苑,1,107.77624112676774,29.436388320078922
重庆市酥小蒙宫廷酥牛肉饼,1,108.0425150888301,30.302343774193307
重庆市南山,1,113.92751883447714,22.530836097843814
重庆市天安门广场,1,106.59437356220798,29.572837740519795
重庆市石刻博物馆,1,105.80110637679049,29.751336704618847
重庆市水煮青春老火锅(老城店),1,106.44548301720036,29.833646949697425
重庆市洞亭火锅(防空洞店),1,106.55571498459885,29.56291375929748
重庆市两路口街道,1,106.5541142041806,29.560584272085997
重庆市南滨路/弹子石,1,106.60277990516758,29.596292661811965
重庆市南湖多彩植物园,1,106.69216265083912,29.32410966148063
重庆市西流沱小镇,1,106.51897258247243,29.48252854677677
重庆市IFS国际金融中心,1,106.58084508123218,29.581697369872
重庆市四川省川剧院(芙蓉国粹变脸秀),1,106.26128601142354,29.291340059050615
重庆市观音桥好吃街,1,106.53998655342984,29.582063369642494
重庆市龙抄手(春熙路总店),1,106.23828561749254,29.594835850954578
重庆市大队长主题火锅(观音桥店),1,106.5381462847627,29.577837133175127
重庆市顺水鱼馆(大礼堂店),1,106.55825099088324,29.567691001786326
重庆市重庆来福士购物中心,1,106.59378795684623,29.571082871861393
重庆市春熙路步行街,1,106.55843415537664,29.568996245338923
重庆市赖汤圆,1,106.55843415537664,29.568996245338923
重庆市盤飧市(春熙路店),1,106.55843415537664,29.568996245338923
重庆市大慈寺,1,106.55843415537664,29.568996245338923
重庆市龙嘉国际机场,1,109.09729507500636,28.213739720110592
重庆市东达山,1,106.55843415537664,29.568996245338923
重庆市安顺廊桥,1,106.23658961669027,29.600634939099812
重庆市八达岭长城,1,108.11711332998415,29.99175991615522
重庆市颐和园,1,106.55843415537664,29.568996245338923
重庆市大昭寺,1,106.55843415537664,29.568996245338923
重庆市石井坡,1,106.45157047431726,29.601943756195727
重庆市八廓街,1,106.55843415537664,29.568996245338923
重庆市好利来(解放碑店),1,106.58116865087676,29.56474620921087
重庆市丰都鬼城,1,107.72669538258853,29.889031415666736
重庆市昆明,1,106.55843415537664,29.568996245338923
重庆市湖北省博物馆,1,106.55843415537664,29.568996245338923
重庆市楚河汉街,1,106.55843415537664,29.568996245338923
重庆市白帝城景区,1,109.58380845911235,31.04787397777318
重庆市西双版纳,1,106.55843415537664,29.568996245338923
重庆市巫山,1,107.95681081436183,30.939066156208945
重庆市漓江风景名胜区,1,106.39745942499171,28.622100619711965
重庆市解放碑街道,1,106.58366099951338,29.563792997021263
重庆市重庆洪崖洞异域风情街,1,106.58507520187727,29.566718890551236
重庆市江上高空酒店(重庆解放碑洪崖洞店),1,106.58476573562918,29.568199279159778
重庆市重庆欢乐谷,1,106.52110605805791,29.672908351964544
重庆市重庆华侨城嘉途酒店,1,106.5199595507359,29.673570015868062
重庆市仙市古镇,1,107.07276768850808,29.8637123757859
重庆市喜洲,1,106.55843415537664,29.568996245338923
重庆市和顺古镇,1,107.43432837988013,29.414598848249767
重庆市青岩古镇,1,108.40448217373431,32.00606345615358
重庆市通远门城墙遗址公园,1,106.57288160288886,29.560875657306276
重庆市美术馆,1,106.57039419493255,29.676019169605034
重庆市嘉陵江,1,106.31798859452238,30.092144377638636
重庆市酉阳桃花源,1,108.7780690968807,28.854118617691185
重庆市梦幻桃源实景演出,1,108.77193941940484,28.86874897857059
重庆市太古洞,1,108.75324747835938,28.870944721278523
重庆市宜兴,1,119.83160603216115,31.342956624267874
重庆市长江三峡,1,109.54595700899117,31.040395861232106
重庆市曾侯乙墓,1,106.55843415537664,29.568996245338923
重庆市小小三峡,1,109.8937376939596,31.24271592063489
重庆市杨家坪站,1,106.52880238034265,29.51261085344824
重庆市独克宗古城,1,100.2324803392115,26.883161684001312
重庆市奉节滨江一号公寓,1,109.47336970174904,31.024700716566453
重庆市山王坪喀斯特国家生态公园,1,107.34423552370319,29.119987834750404
重庆市枇杷园食为鲜火锅(南山总店),1,106.56478598380505,29.543866999548825
重庆市钟书阁(重庆店),1,106.52289000296959,29.512295989873007
重庆市胡记蹄花汤,1,106.54949718335249,29.495219268670954
重庆市枇杷山公园,1,106.56418600555514,29.560633988276653
重庆市白公馆红岩1949,1,106.43852079017812,29.58291809677464
重庆市洞子李毛肚火锅(解放碑总店),1,106.58239088535323,29.56228034206817
重庆市特园,1,106.5521064015359,29.567205104421223
重庆市白帝区,1,109.60110362492651,31.061386144037318
重庆市菜园坝长江大桥,1,106.55770841435539,29.552451925729173
重庆市屈原祠,1,106.55843415537664,29.568996245338923
重庆市屈原故里,1,106.55843415537664,29.568996245338923
重庆市神女峰,1,110.0213841221804,31.039181500816582
重庆市黄山蒋介石官邸,1,106.57279204182953,29.56617118047791
重庆市巴东,1,110.34757529184422,31.048064248959722
重庆市石宝寨,1,108.19816403539122,30.425895922979148
重庆市桔子酒店(重庆解放碑洪崖洞江景店),1,106.58476573562918,29.568199279159778
重庆市吉庆街,1,106.55843415537664,29.568996245338923
重庆市辛亥革命武昌起义纪念馆,1,106.55843415537664,29.568996245338923
重庆市八一好吃街,1,107.10841730198199,29.16015388763286
重庆市地下铁,1,109.63415408124962,31.40168924923233
重庆市普达措国家公园,1,106.55843415537664,29.568996245338923
重庆市古剑山风景区,1,106.61384298667205,28.962433993973963
重庆市摩围山景区,1,108.04966873197839,29.21134927616437
重庆市九格九味(南滨路店),1,106.58850636960204,29.548893290966486
重庆市红岩魂广场,1,106.44904902058214,29.57738191082773
重庆市歌乐山烈士陵园,1,106.44877198316294,29.578484036921342
重庆市红岩魂陈列馆,1,106.44875356790001,29.57857104429189
重庆市史迪威博物馆,1,106.53986501269438,29.556677036273726
重庆市育才中学学生食堂,1,106.52047392047075,29.526398817225413
重庆市港渝广场,1,106.59381670262253,29.565955519794855
重庆市鹅岭景区,1,107.66335604076203,29.374627951136397
重庆市慈云寺,1,108.38153208490428,30.807907866745463
重庆市红军游击洞,1,108.57300590435608,31.96178551711207
重庆市古剑山净音山庄,1,106.6227814858156,28.97608605460568
重庆市枇杷园食为鲜重庆老灶火锅,1,106.57901864646989,29.560545158857018
重庆市綦江博物馆,1,106.6598412592786,29.023390641039075
重庆市红军桥,1,106.55843415537664,29.568996245338923
重庆市綦江区,1,106.65748419545173,29.034113748311206
重庆市綦江农民版画院,1,106.64970262397412,29.053647070767987
重庆市净音寺,1,106.61912852646047,28.973904330855877
重庆市人民英雄纪念碑,1,106.55843415537664,29.568996245338923
重庆市南川区,1,107.10558512437106,29.16347859960621
重庆市重庆黔江,1,108.77759119834955,29.53881256766016
重庆市黔江区,1,108.77759119834955,29.53881256766016
重庆市桑科草原,1,106.55843415537664,29.568996245338923
重庆市尕海乡,1,106.55843415537664,29.568996245338923
重庆市红池坝高山草场,1,108.85515584978221,31.53658720378577
重庆市奉节,1,109.47047275630993,31.024601766549154
重庆市石柱,1,108.12041416638326,30.006108697868918
重庆市季华园,1,106.55843415537664,29.568996245338923
重庆市濯水景区蒲花暗河,1,108.75151509618397,29.312156586046164
重庆市濯水古镇,1,108.77974892818379,29.30508884963413
重庆市重庆观音桥,1,106.5464423616193,29.589448756514027
重庆市龙浒峡漂流,1,106.59240303924194,29.247037998740623
重庆市老太婆三活春(铜梁老店),1,106.06387879431297,29.843222059624907
重庆市巴岳山,1,106.06243602583389,29.781066960152494
重庆市安居古城,1,106.035389124904,29.994277132816677
重庆市重庆龙温泉,1,106.08972798450682,29.80625094177129
重庆市铜梁区,1,106.0634494941099,29.850508778722265
重庆市重庆ReVia全景登高酒店,1,106.58883398162143,29.563619035012387
重庆市水煮青春,1,106.28202896360868,29.4197310356231
重庆市北仓图书馆,1,106.54473095397923,29.584972395871326
重庆市重庆雅诗阁来福士服务公寓,1,106.59481804377417,29.570817039477244
重庆市时代广场,1,106.28025534921038,29.42099699415817
重庆市南山风景区,1,106.62883840054516,29.561727424058425
重庆市长寿古镇,1,107.07276768850808,29.8637123757859
重庆市懒鱼时光馆(贰厂店),1,106.54622250044748,29.557549417054005
重庆市道后温泉本馆,1,106.55843415537664,29.568996245338923
重庆市枇杷园食为鲜火锅(南坪游乐园店),1,106.59539807964178,29.497087773557023
重庆市天门山玻璃栈道,1,107.80230701496612,29.440350033715756
重庆市武陵山乡,1,107.57097897333506,29.534311345912553
重庆市仙女山,1,107.76738745437994,29.4244472322712
重庆市金佛山,1,107.11074597935472,29.158192631901777
重庆市兰州,1,106.55843415537664,29.568996245338923
重庆市若尔盖,1,102.97439065413141,33.584376654702446
重庆市拉卜楞寺,1,106.55843415537664,29.568996245338923
重庆市赛格国际购物中心,1,106.27756852962594,30.00874704788858
重庆市建设路商业街,1,106.54810247421815,29.63956143489011
重庆市华清宫,1,106.55843415537664,29.568996245338923
重庆市和记火爆(南滨路店),1,106.58764642173763,29.547738131143028
重庆市李记搅团,1,106.48848472228771,29.58914941370558
重庆市川西坝子(金沙1.0直营店),1,105.94369000864518,29.370856055140194
重庆市西安,1,125.15537330312809,42.933308420624584
重庆市泰安古镇,1,106.50144798943681,29.46008285287158
重庆市清真马峰小炒泡馍,1,108.27065817549853,29.182311586414013
重庆市大雁塔南广场,1,106.5575619905573,29.612738271593887
重庆市回坊马二酸汤水饺,1,106.26541724082303,30.009980114450144
重庆市成都IFS雕塑庭院雕塑庭院,1,105.76711997596776,29.512227469393114
重庆市无隅酒店(重庆沙坪坝三峡广场店),1,106.47878904143006,29.571459041146674
重庆市依拉草原,1,106.24421739826462,29.274213999818457
重庆市香格里拉,1,99.70744457389884,27.835760125320558
重庆市大唐不夜城,1,106.53754231732667,29.58029788851146
重庆市唐城墙遗址公园,1,106.54151304398243,29.558053661770135
重庆市蓝月谷,1,107.34539201476413,30.34009586042128
重庆市木府,1,106.55843415537664,29.568996245338923
重庆市丽江古城,1,100.2324803392115,26.883161684001312
重庆市重庆JW万豪酒店,1,106.57763399835727,29.563290037862004
重庆市西秦会馆,1,106.55843415537664,29.568996245338923
重庆市巴蜀大将火锅(春熙店),1,106.08189116724036,29.84736544652136
重庆市SkyBridge HQ天会（原凌空SOHO）,1,106.55124762146865,29.58578705251386
重庆市玉林串串香(玉林街总店),1,108.70480250403297,30.938941949981267
重庆市清真·定家小酥肉(回民街旗舰店),1,106.46900523680192,29.562789903572096
重庆市郎木寺,1,106.55843415537664,29.568996245338923
重庆市陜拾叁,1,105.73889611515908,29.690970887659947
重庆市八一路街道,1,106.55843415537664,29.568996245338923
重庆市郎木寺镇,1,106.55843415537664,29.568996245338923
重庆市重庆两江假日丽呈华廷酒店,1,106.53420999984984,29.589197466807242
重庆市学生食堂(四川美术学院黄桷坪校区),1,106.54763643331972,29.49375320474746
重庆市重庆国泰艺术中心,1,106.58359003337812,29.566224977771714
重庆市乐山大佛,1,106.55843415537664,29.568996245338923
重庆市北山,1,108.41906921792753,30.80588786677283
重庆市禄口国际机场,1,106.55843415537664,29.568996245338923
重庆市嘉华嘉陵江大桥,1,106.54579796126362,29.568977318643846
重庆市重庆统景两江假日酒店,1,105.91698877567542,29.29005813866034
重庆市雷家老农民酸辣粉,1,109.57939068244482,31.40138187942609
重庆市黄桷湾立交桥,1,107.99494576970196,30.236534702151083
重庆市渝北区,1,106.6375590606026,29.723927343006626
重庆市蜀九香火锅(南府店),1,106.55843415537664,29.568996245338923
重庆市子午路张记(朱雀大街店),1,107.10665285029985,29.16190804079816
重庆市红杏酒家(明珠店),1,108.82820532398704,28.738010513720738
重庆市珍友社相声俱乐部,1,106.55843415537664,29.568996245338923
重庆市清真石家包子(大皮院总店),1,108.3366939738487,30.289457159873475
重庆市西安钟楼,1,109.57877309740671,31.051420770622514
重庆市骊山,1,106.55843415537664,29.568996245338923
重庆市清真盛志望麻酱酿皮铺(大皮院总店),1,106.14977728240413,29.413448118814497
重庆市青城后山,1,108.04279607879361,30.83076135222116
重庆市李子坝梁山鸡,1,106.542270135866,29.557756456157865
重庆市酉阳酉州会馆,1,108.771570485332,28.864560513063044
重庆市星巴克(机场T2到达大厅店),1,106.45480572161038,29.58423766803337
重庆市酉州古城,1,108.76966886239858,28.871913483841205
重庆市车姐·卤烤鸡爪·小郡肝(八一广场店),1,106.58294199578343,29.561194059484485
重庆市遵义,1,106.55843415537664,29.568996245338923
重庆市九九豆花馆,1,106.58011296224178,29.563331034940024
重庆市青城山后山/泰安古镇地区,1,108.04279607879361,30.83076135222116
重庆市锦里/武侯祠附近地区,1,106.55843415537664,29.568996245338923
重庆市贵阳,1,109.11423244573031,28.327527013130172
重庆市無早cafe·咖啡(锦江店),1,106.26317281231607,29.29195077287106
重庆市桐梓,1,107.96288126531299,29.562941669374702
重庆市机场区,1,106.55843415537664,29.568996245338923
重庆市史记记忆火锅,1,106.58702551038222,29.56730393875184
重庆市瓜西西重庆老火锅,1,106.5831005467059,29.561211024150293
重庆市朝天门大桥,1,106.55843415537664,29.568996245338923
重庆市壹华里市集,1,106.59934137133762,29.514715707138766
重庆市成都春熙路太古里晶融汇酒店式公寓,1,104.08818375594554,30.6576298493682
重庆市南滨公园,1,106.59280404282146,29.551047024367655
重庆市邮电路商业步行街,1,106.46884902147377,29.562970150122258
重庆市安居古镇,1,106.035389124904,29.994277132816677
重庆市洪崖洞·洋货街,1,106.58472899493384,29.568217027983042
重庆市佛图关公园,1,106.53165198508046,29.55340501038728
重庆市垫江乐天花谷,1,107.40770207815824,30.432367154476097
重庆市丰都九重天丛林部落,1,107.83399950283932,29.807514826297474
重庆市李串串老店·李杰一家三口(解放碑店),1,106.588590001845,29.563390017296733
重庆市珮姐老火锅(较场口总店),1,106.5797939739553,29.560782037134015
重庆市石灰市毛记烧鸡公,1,106.57946905685246,29.560626762544317
重庆市万州面馆,1,107.96775549920375,30.811293848802883
重庆市来福士,1,106.59146799303693,29.570752407154107
重庆市当当实体书店,1,106.55843415537664,29.568996245338923
重庆市蝴蝶梦音乐餐厅(江北九街店),1,106.51847483138951,29.541084273444472
重庆市醉湖美宴,1,106.51504402298693,29.61415117603959
重庆市红岩革命纪念馆,1,106.50567667279307,29.55963361208321
重庆市新华路,1,108.56123971912528,31.090792591885094
重庆市苏黎世大教堂,1,106.55843415537664,29.568996245338923
重庆市四洞沟景区,1,106.55843415537664,29.568996245338923
重庆市三娃串串香,1,106.6655853840297,29.511537547270965
重庆市不夜九街,1,106.55051110078126,29.585946606656094
重庆市山城夜景,1,114.19062058560844,35.90336961329157
重庆市奶牛梦工场(沙滨路),1,106.4793909959521,29.566469382047117
重庆市秦云老太婆摊摊面(万象城总店),1,106.52459579530192,29.523753259371734
重庆市耙二哥腰片王重庆火锅(摩尔店),1,107.34862573493895,30.327081231140642
重庆市成都鹭嘉国际酒店,1,104.09978195804598,30.67593589296114
重庆市杨家坪步行街,1,106.55843415537664,29.568996245338923
重庆市好又来酸辣粉(八一路总店),1,106.58037302168684,29.560439992890384
重庆市寨山坪公园,1,106.36734463108515,29.601522794882012
重庆市重庆怡华威斯达大酒店,1,106.5570281275929,29.561425909667985
重庆市梵高星空艺术馆,1,106.58558678686504,29.564140370366285
重庆市洋人街,1,106.60265989155148,29.614413439172424
重庆市重庆十八梯传统风貌区,1,106.57959697555704,29.558949907278873
重庆市几何书店,1,106.55843415537664,29.568996245338923
重庆市蜜多商店,1,106.55843415537664,29.568996245338923
重庆市杨记隆府,1,107.40346996867267,29.70683135312707
重庆市洞子口张老二凉粉,1,108.66748222195983,31.978113530297783
重庆市鲁祖庙,1,106.57909858398229,29.561677255237086
重庆市壹间公寓式酒店(重庆火车西站店),1,106.44244575644157,29.506339562144955
重庆市奔波寺（蚌普寺）,1,106.55843415537664,29.568996245338923
重庆市风水博物馆,1,106.54792299277732,29.401326040334666
重庆市南坪协信星光,1,106.57827592834585,29.529476585068956
重庆市南津关古镇,1,106.50144798943681,29.46008285287158
重庆市重庆千合智选高空江景酒店,1,106.58822097794162,29.563418997962582
重庆市黄花园大桥,1,106.57324568611193,29.575006271442327
重庆市芳邻路酒吧一条街,1,106.5916651710963,29.550334197865773
重庆市华光楼,1,106.55843415537664,29.568996245338923
重庆市重庆解放碑重庆森林公寓(人民解放纪念碑分店),1,106.58021950127524,29.560215680347042
重庆市梯坎豆花,1,106.54970397328081,29.49382999012201
重庆市四川大学,1,106.55843415537664,29.568996245338923
重庆市外滩,1,105.76690222671222,29.566061151178076
重庆市东方明珠,1,106.49021809259918,29.5719474308476
重庆市蜀小匠牛排火锅(春熙路总店),1,106.47407724937067,29.493004838990093
重庆市南充,1,106.55843415537664,29.568996245338923
重庆市杜甫草堂,1,106.55843415537664,29.568996245338923
重庆市太古里,1,106.62280663836985,29.344300619666335
重庆市梦之旅国际青年旅舍旅行酒店(成都武侯祠店),1,106.63531778835593,29.73914178870068
重庆市龙潭古镇,1,108.97472901363774,28.760548058698383
重庆市天台山,1,109.02061060945971,31.744659103925684
重庆市重庆百合教堂酒店,1,106.57640213091065,29.56370089298725
重庆市成都东站-西广场,1,105.90136733269262,29.354407648200514
重庆市晓宇重庆火锅(粉巷店),1,108.36402194169733,28.934436955712012
