年份,文章标题,发布时间,url,route
2021,仙境的九寨，梦幻的黄龙,2021/4/30,https://you.ctrip.com/travels/china110000/4008168.html,乐山市->成都市
2019,“乐”不思“蜀”——川蜀双城记,2019/9/21,https://you.ctrip.com/travels/leshan103/3899448.html,乐山市->成都市
2021,距离成都30分钟的小城，却是中国七大美食城，川式美味从早吃到晚,2021/9/26,https://you.ctrip.com/travels/meishan914/4033721.html,乐山市->成都市
2019,西雪千里，月照仙庭在峨眉——寒假游峨眉山,2019/3/6,https://you.ctrip.com/travels/sichuan100009/3783380.html,乐山市->成都市
2021,雾茫茫路漫漫：亚丁小转山,2021/6/9,https://you.ctrip.com/travels/daocheng342/4015804.html,乐山市->成都市
2018,成都到峨眉山，带不走的只有你，体验天府那一段闲适,2018/12/7,https://you.ctrip.com/travels/chengdu104/3757432.html,乐山市->成都市
2021,牟尼沟、松潘古城之旅~赏高原美景，品藏羌文化,2021/3/28,https://you.ctrip.com/travels/wenchuan3101/3998232.html,乐山市->成都市
2021,这个小长假，你去哪里午睡了呢？,2021/6/17,https://you.ctrip.com/travels/chengdu104/4017293.html,乐山市->成都市
2019,这是一场重庆人不得不赴的峨眉山清凉避暑之约（两天超全攻略）,2019/7/27,https://you.ctrip.com/travels/emeishan24/3880481.html,乐山市->成都市
2020,川渝陕六城旅行记,2020/5/5,https://you.ctrip.com/travels/dujiangyan911/3947275.html,乐山市->成都市->南岸区->沙坪坝区->渝中区
2019,稻城的前世今生，我们一起去看稻城的古往今生！,2019/4/11,https://you.ctrip.com/travels/daocheng342/3795138.html,乐山市->成都市->宜宾市
2020,2020年10月峨眉山、成都周边游,2020/11/13,https://you.ctrip.com/travels/chengdu104/3982654.html,乐山市->成都市->德阳市->成都市->泸州市->成都市
2019,一场成都与重庆的闲适之旅,2019/5/21,https://you.ctrip.com/travels/chengdu104/3807427.html,乐山市->成都市->沙坪坝区->渝中区->九龙坡区
2020,甜多家旅行记——重庆、成都自驾游,2020/4/29,https://you.ctrip.com/travels/chengdu104/3946177.html,乐山市->成都市->渝中区
2019,19年暑假成都、重庆川渝之行,2019/8/14,https://you.ctrip.com/travels/chongqing158/3886264.html,乐山市->成都市->渝中区->沙坪坝区
2019,成都重庆及周边之旅,2019/5/20,https://you.ctrip.com/travels/chengdu104/3805588.html,乐山市->成都市->渝中区->沙坪坝区->渝中区->九龙坡区->渝中区
2021,寻找千与千寻-与网红城市的邂逅-山城游记,2021/7/1,https://you.ctrip.com/travels/chongqing158/4019987.html,乐山市->渝中区->沙坪坝区->渝中区
2020,周末休闲三日,2020/11/15,https://you.ctrip.com/travels/emeishan24/3982768.html,乐山市->眉山市
2020,四川旅游：重游两“佛”山采风散记（图）,2020/3/19,https://you.ctrip.com/travels/leshan103/3938943.html,乐山市->眉山市
2020,去成都旅行，不要错过这些美食美景网红打卡地！,2020/8/23,https://you.ctrip.com/travels/chengdu104/3967034.html,乐山市->眉山市->成都市
2019,2019国庆--川陕蜀道游,2019/10/15,https://you.ctrip.com/travels/hanzhong486/3906192.html,乐山市->绵阳市->南充市->绵阳市->德阳市->成都市->乐山市->成都市
2019,念念不忘，必有回响。不止是人，还有我和重庆！,2019/7/22,https://you.ctrip.com/travels/chongqing158/3878340.html,九龙坡区->南岸区->渝中区->南岸区->涪陵区->南岸区->渝中区
2019,九寨沟、黄龙、成都游后记（九寨归来不看水，黄龙归来不要腿）,2019/11/25,https://you.ctrip.com/travels/jiuzhaigou25/3918559.html,九龙坡区->成都市
2020,除了火锅，成都还有什么？,2020/10/22,https://you.ctrip.com/travels/chengdu104/3978279.html,九龙坡区->成都市
2021,小熊猫，川火锅，我们来咧！--3天自驾成都,2021/9/7,https://you.ctrip.com/travels/chengdu104/4031190.html,九龙坡区->成都市
2020,奔赴四川的未知旅行，享受慵懒惬意的慢生活,2020/9/17,https://you.ctrip.com/travels/sichuan100009/3970956.html,九龙坡区->成都市
2020,中国最独特大学，校名叫四川却在重庆，文艺景点与北京798齐名,2020/12/6,https://you.ctrip.com/travels/chongqing158/3986264.html,九龙坡区->成都市
2021,重庆赏花地图，自驾游1.5小时，到圣水湖桃花岛看最美春天！,2021/2/26,https://you.ctrip.com/travels/chongqing158/3997237.html,九龙坡区->永川区
2020,打卡“九龙九景”全面探寻九龙坡独特印记,2020/10/13,https://you.ctrip.com/travels/chongqing158/3976409.html,九龙坡区->沙坪坝区->九龙坡区
2021,2021中秋国庆假期去重庆怎么玩？逛累了江小白酒馆走起,2021/9/17,https://you.ctrip.com/travels/chongqing158/4032617.html,九龙坡区->沙坪坝区->南岸区->渝中区
2020,"中国最具特色的校门,波浪路、彩色梯田、古堡,成重庆著名网红景点",2020/6/17,https://you.ctrip.com/travels/chongqing158/3953841.html,九龙坡区->沙坪坝区->渝中区
2019,2019年五一贵州-重庆11日游，愿生活不拥挤，笑容不刻意,2019/5/17,https://you.ctrip.com/travels/guizhou100064/3806281.html,九龙坡区->沙坪坝区->渝中区
2018,勒是雾都，解锁重庆4日炫酷玩法,2018/10/12,https://you.ctrip.com/travels/chongqing158/3738393.html,九龙坡区->沙坪坝区->渝中区->南岸区->渝中区->綦江区->成都市->渝中区->江北区->渝中区->江北区->渝中区->江北区
2020,魔幻山城和北京现代第四代胜达一起领略别样重庆,2020/7/24,https://you.ctrip.com/travels/chongqing158/3960339.html,九龙坡区->渝中区
2018,带你走进世界上最大的涂鸦艺术街！,2018/7/29,https://you.ctrip.com/travels/chongqing158/3708402.html,九龙坡区->渝中区
2020,中国最大古建博物馆，藏品可供恢复百座古宅，隐重庆深山鲜少人知,2020/9/13,https://you.ctrip.com/travels/chongqing158/3970235.html,九龙坡区->渝中区
2020,七彩贵州自助游——行走的灵魂在唱歌！,2020/8/8,https://you.ctrip.com/travels/guiyang33/3963505.html,九龙坡区->渝中区
2018,【山城的动与静，渝见西南】重庆深度游我斗恁个说：重庆的温柔你不懂,2018/9/25,https://you.ctrip.com/travels/chongqing158/3732310.html,九龙坡区->渝中区
2019,闲在山城，吃在渝里,2019/8/6,https://you.ctrip.com/travels/chongqing158/3884013.html,九龙坡区->渝中区
2020,严冬：山城碎片,2020/11/20,https://you.ctrip.com/travels/chongqing158/3983764.html,九龙坡区->渝中区
2020,探寻九龙九景，邂逅九龙坡独家记忆,2020/10/12,https://you.ctrip.com/travels/2015178/3976368.html,九龙坡区->渝中区
2021,重庆游记,2021/7/8,https://you.ctrip.com/travels/chongqing158/4021144.html,九龙坡区->渝中区
2021,给一座叫重庆的城市，写一封叫三天的情书。,2021/6/28,https://you.ctrip.com/travels/chongqing158/4018969.html,九龙坡区->渝中区->九龙坡区->沙坪坝区->成都市->九龙坡区->江北区->渝中区
2021,独游重庆作者黎明之光,2021/5/22,https://you.ctrip.com/travels/chongqing158/4011970.html,九龙坡区->渝中区->九龙坡区->渝中区->沙坪坝区->乐山市->渝中区->江北区->渝中区->南岸区
2019,2天1夜重庆游|美食、美景必打卡,2019/11/26,https://you.ctrip.com/travels/chongqing158/3918969.html,九龙坡区->渝中区->南岸区->江北区
2020,重庆｜带着爸妈去旅行，共品渝都千古情,2020/4/21,https://you.ctrip.com/travels/chongqing158/3944535.html,九龙坡区->渝中区->南岸区->沙坪坝区->渝中区->九龙坡区->渝中区
2018,平原小公举&高原野猪牦牛的川渝川西之旅,2018/12/4,https://you.ctrip.com/travels/chengdu104/3755792.html,九龙坡区->渝中区->成都市
2021,火辣辣的美女麻辣的饭（下）,2021/9/26,https://you.ctrip.com/travels/chongqing158/4019462.html,九龙坡区->渝中区->江北区
2019,重庆攻略?爱上这山城江城不夜城（内附景点美食指南攻略）,2019/8/20,https://you.ctrip.com/travels/chongqing158/3889076.html,九龙坡区->渝中区->江北区->渝中区->九龙坡区->渝北区
2019,我从远方赶来赴你一面之约，网红山城8D城市,2019/11/13,https://you.ctrip.com/travels/chongqing158/3912815.html,九龙坡区->渝中区->江北区->渝中区->江北区->成都市->渝中区->九龙坡区->綦江区->沙坪坝区
2021,端午到重庆怎么玩？为您推荐几个景美人少的景点，关键还不要门票,2021/6/13,https://you.ctrip.com/travels/chongqing158/4016541.html,九龙坡区->渝中区->沙坪坝区->大渡口区->江北区->沙坪坝区
2019,重庆夏季出游，当红景点、夜游攻略，人少还能这样玩转重庆！,2019/8/25,https://you.ctrip.com/travels/chongqing158/3890595.html,九龙坡区->渝中区->沙坪坝区->渝中区->南岸区->渝北区->渝中区->江北区->渝中区->南岸区->渝中区
2019,三天二夜和我一起玩转网红城市—重庆,2019/5/8,https://you.ctrip.com/travels/chongqing158/3801914.html,九龙坡区->綦江区->南岸区->万州区->沙坪坝区->渝中区->沙坪坝区->渝中区->綦江区
2018,重庆云阳----天下龙缸、云上草原,2018/8/23,https://you.ctrip.com/travels/yunyang120028/3720385.html,云阳县->万州区
2021,长江三峡奢华游,2021/6/22,https://you.ctrip.com/travels/yichang313/4011125.html,云阳县->丰都县->渝中区->沙坪坝区->渝中区->万州区->沙坪坝区
2021,美维凯珍号游轮三峡之旅游记（游玩篇）,2021/5/19,https://you.ctrip.com/travels/chongqing158/4011344.html,云阳县->南岸区->渝中区->南岸区->渝中区
2019,流连于彭水的青山碧水之间,2019/1/16,https://you.ctrip.com/travels/chongqing158/3768078.html,云阳县->渝中区
2018,流连于彭水的青山碧水之间,2018/10/24,https://you.ctrip.com/travels/pengshui120030/3743752.html,云阳县->渝中区
2019,出走半生，蓦然觉察诗和远方就在重庆的民宿里,2019/2/22,https://you.ctrip.com/travels/chongqing158/3779530.html,北碚区->南岸区->渝北区->南岸区
2018,【旅神探店】重庆柏联|山中藏古寺，有泉隐于寺,2018/9/24,https://you.ctrip.com/travels/chongqing158/3731490.html,北碚区->涪陵区
2019,世界温泉之都在中国，1600年前就已开始利用温泉，你知道是哪？,2019/7/30,https://you.ctrip.com/travels/chongqing158/3881770.html,北碚区->渝北区
2018,从巴山到巫山，从汉水到汉江，6000里江山如画------郑州三口之家陕、川、鄂三省自,2018/7/30,https://you.ctrip.com/travels/youyouctripstar10000/3709211.html,南充市->宜宾市
2018,23天漫游之八——西安、阆中之行,2018/10/9,https://you.ctrip.com/travels/xian7/3737251.html,南充市->宜宾市
2020,【西藏篇】50后圆梦之旅-自驾西藏万里行,2020/5/5,https://you.ctrip.com/travels/basu120403/3947134.html,南充市->广安市
2020,四川贵州海南自驾游记,2020/10/6,https://you.ctrip.com/travels/sichuan100009/3975332.html,南充市->成都市->乐山市
2019,独车独开一个月穿越川藏线滇藏线青藏线至大西北河西走廊万里行（经验分享）,2019/9/25,https://you.ctrip.com/travels/baoji422/3900419.html,南充市->渝中区->南岸区->渝中区->沙坪坝区
2021,重庆忠县--秦良玉故里、石宝寨,2021/8/26,https://you.ctrip.com/travels/2025198/4029542.html,南充市->资阳市->大足区->渝中区->南岸区->渝中区->沙坪坝区->渝中区->忠县
2019,穿越重庆100公里睡了两个民宿一个东一个西,2019/5/3,https://you.ctrip.com/travels/chongqing158/3801813.html,南岸区->九龙坡区->南岸区->九龙坡区->沙坪坝区
2021,重庆不仅有开往春天的地铁，还是天生丽质的花园城市，真的太美啦,2021/2/23,https://you.ctrip.com/travels/chongqing158/3996779.html,南岸区->九龙坡区->江北区->渝北区
2019,你知道吗，樱花等你很久了,2019/3/15,https://you.ctrip.com/travels/chongqing158/3786747.html,南岸区->垫江县
2019,重庆吃喝玩乐全攻略||带你去最地道的雾都,2019/12/20,https://you.ctrip.com/travels/chongqing158/3924525.html,南岸区->江北区->渝中区
2019,重庆五一旅游|为何这座城市“非去不可”？本地人也适用的攻略,2019/4/12,https://you.ctrip.com/travels/chongqing158/3795222.html,南岸区->江北区->渝中区->南岸区
2019,初夏时节|玩转重庆小众景点，清凉一整个夏季！,2019/5/28,https://you.ctrip.com/travels/chongqing158/3809830.html,南岸区->江北区->渝中区->江北区
2021,重庆土著告诉你打开重庆千年古镇【磁器口】的正确方式,2021/2/9,https://you.ctrip.com/travels/chongqing158/3995482.html,南岸区->沙坪坝区
2019,48块钱去南山打卡网红景点，人都胀翻转了！！！,2019/7/19,https://you.ctrip.com/travels/chongqing158/3877645.html,南岸区->沙坪坝区
2019,你的冬天是什么颜色？来重庆去体验黄色，白色，蓝色的冬天,2019/12/2,https://you.ctrip.com/travels/chongqing158/3920173.html,南岸区->沙坪坝区->南川区->渝中区->南岸区
2019,旅行的镜头|“千灯万福”弹子石老街共赏迎春灯会【赏灯攻略】,2019/12/25,https://you.ctrip.com/travels/chongqing158/3925883.html,南岸区->沙坪坝区->渝中区
2019,到涪陵追寻洋人街，再续3200万人的记忆,2019/9/17,https://you.ctrip.com/travels/fuling120129/3897364.html,南岸区->涪陵区
2018,重庆老火锅哪家最好吃，一顿火锅一个冬,2018/12/12,https://you.ctrip.com/travels/chongqing158/3759237.html,南岸区->渝中区
2020,重庆长江边的南山一棵树：山城的夏日山水与夜色,2020/8/22,https://you.ctrip.com/travels/chongqing158/3966541.html,南岸区->渝中区
2021,陈盈国：湖广会馆,2021/9/21,https://you.ctrip.com/travels/chongqing158/4032936.html,南岸区->渝中区
2019,别有“洞”天，不止飞天还遁地的3D重庆,2019/4/12,https://you.ctrip.com/travels/chongqing158/3795214.html,南岸区->渝中区
2021,白象居▏寻老街里的市井烟火，感受重庆森林的魅力,2021/11/6,https://you.ctrip.com/travels/chongqing158/4039753.html,南岸区->渝中区
2021,重庆,2021/7/11,https://you.ctrip.com/travels/chongqing158/4021566.html,南岸区->渝中区
2018,重庆1日游丨拒绝去人山人海里摩肩擦踵，来这些地方感受重庆的休闲与惬意,2018/10/24,https://you.ctrip.com/travels/chongqing158/3743269.html,南岸区->渝中区
2018,中国内陆最美夜景的正确打开方式，不相信你不着迷,2018/12/11,https://you.ctrip.com/travels/chongqing158/3758602.html,南岸区->渝中区
2019,重庆三天两晚旅游攻略,2019/1/2,https://you.ctrip.com/travels/youyouctripstar10000/3764693.html,南岸区->渝中区
2019,火锅天堂好山好水的重庆游随记,2019/2/18,https://you.ctrip.com/travels/chongqing158/3778497.html,南岸区->渝中区
2021,不得了！原来真正的“魔都”不是上海，而是这里......,2021/12/15,https://you.ctrip.com/travels/chongqing158/4044484.html,南岸区->渝中区->九龙坡区
2021,重庆旅游必打卡的游玩攻略,2021/1/9,https://you.ctrip.com/travels/chongqing158/3992110.html,南岸区->渝中区->九龙坡区->渝中区->南岸区->江北区
2020,2018跨年游重庆,2020/4/30,https://you.ctrip.com/travels/chongqing158/3946514.html,南岸区->渝中区->南岸区->沙坪坝区->渝中区->沙坪坝区->江北区->九龙坡区
2020,豪放江湖消亡史——重庆,2020/5/28,https://you.ctrip.com/travels/chongqing158/3950932.html,南岸区->渝中区->南岸区->渝中区
2019,在重庆市区，一天可以游玩哪些景点？,2019/10/17,https://you.ctrip.com/travels/chongqing158/3906745.html,南岸区->渝中区->南岸区->渝中区
2019,八天七夜~这份重庆网红地图请收下,2019/4/26,https://you.ctrip.com/travels/chongqing158/3799609.html,南岸区->渝中区->南岸区->渝中区->九龙坡区->綦江区->渝中区->沙坪坝区
2019,寻山城的古朴与繁华，品重庆的原味和时尚,2019/5/24,https://you.ctrip.com/travels/chongqing158/3808380.html,南岸区->渝中区->南岸区->渝中区->南岸区->渝中区->江北区
2019,勒，逗是重庆，我的第二故乡,2019/3/17,https://you.ctrip.com/travels/chongqing158/3787032.html,南岸区->渝中区->南岸区->渝中区->南岸区->渝中区->沙坪坝区->渝中区->南岸区->九龙坡区->渝中区->南川区->沙坪坝区
2021,这个夏天，总要去一次重庆吧,2021/8/21,https://you.ctrip.com/travels/chongqing158/4028812.html,南岸区->渝中区->成都市
2020,重庆点滴,2020/7/29,https://you.ctrip.com/travels/chongqing158/3961074.html,南岸区->渝中区->成都市->綦江区->大足区
2019,雾都重庆网红民宿走心推荐，这几家别错过,2019/8/30,https://you.ctrip.com/travels/chongqing158/3892436.html,南岸区->渝中区->江北区->南岸区->渝中区
2020,山城重庆|吃住行游购娱干货（一）,2020/1/6,https://you.ctrip.com/travels/chongqing158/3928571.html,南岸区->渝中区->江北区->沙坪坝区->渝中区->沙坪坝区
2019,三天两晚玩转重庆网红打卡点,2019/12/10,https://you.ctrip.com/travels/chongqing158/3922087.html,南岸区->渝中区->江北区->渝中区->沙坪坝区->渝中区->南岸区->九龙坡区->渝中区
2019,吃火锅，看夜景，顺便再搞个文艺嘛！关于重庆的冬日体验,2019/1/7,https://you.ctrip.com/travels/chongqing158/3765677.html,南岸区->渝中区->江北区->綦江区->沙坪坝区->渝中区->九龙坡区->渝中区->江北区
2018,重庆特色美食推荐：带你领略舌尖上的美食，感受不一样的山城！,2018/11/13,https://you.ctrip.com/travels/chongqing158/3750597.html,南岸区->渝中区->沙坪坝区
2019,山城跨年48H浪漫游——您好，重庆！,2019/1/16,https://you.ctrip.com/travels/chongqing158/3767724.html,南岸区->渝中区->沙坪坝区->渝中区->九龙坡区->渝中区
2021,重庆主城这8个旅游休闲街区，完美展现山城的特色，你去过几个？,2021/11/17,https://you.ctrip.com/travels/chongqing158/4041131.html,南岸区->渝中区->沙坪坝区->渝中区->江北区->渝中区->南岸区->九龙坡区
2019,重庆该是哪般模样？一份来自非重庆人的小众玩法,2019/12/12,https://you.ctrip.com/travels/chongqing158/3922808.html,南岸区->渝中区->綦江区->渝中区->南岸区->渝中区->沙坪坝区->南岸区
2018,重庆冬季滑雪玩雪这几个地方是人气最旺的,2018/12/12,https://you.ctrip.com/travels/chongqing158/3758882.html,南川区->丰都县->渝北区->沙坪坝区
2019,2019年最后一个月，欠自己的旅行，一定要在这“最后一个冬天”还了！,2019/12/10,https://you.ctrip.com/travels/chongqing158/3921990.html,南川区->北碚区->渝中区->沙坪坝区->江北区
2021,VT记重庆贵阳10日9夜双宝游,2021/9/23,https://you.ctrip.com/travels/chongqing158/4033230.html,南川区->南岸区->江北区->渝中区->九龙坡区->江北区->渝中区
2018,走进《北京遇上西雅图》，放飞心里的那封信|重庆时光,2018/8/19,https://you.ctrip.com/travels/chongqing158/3718908.html,南川区->渝中区
2018,新晋网红粉黛乱子草和媲美枫叶大道的公路|北青旅居分时度假,2018/10/17,https://you.ctrip.com/travels/chongqing158/3739892.html,南川区->渝中区->南岸区->渝中区->九龙坡区->沙坪坝区
2020,【自驾重庆】48小时，迷失在山城之外的醉人秋色,2020/12/5,https://you.ctrip.com/travels/chongqing158/3986235.html,南川区->渝中区->沙坪坝区->渝中区->大足区
2019,观山城游雾都,2019/10/24,https://you.ctrip.com/travels/wulong120015/3905574.html,合川区->大足区->江津区->南川区->黔江区->渝中区->南岸区->沙坪坝区->渝中区
2018,雾都蓉城〡每一次的旅行都是一场修行,2018/12/12,https://you.ctrip.com/travels/chengdu104/3747073.html,合川区->沙坪坝区->渝中区->沙坪坝区->渝中区->成都市->乐山市
2018,国庆游就到合川天龙谷，给心灵放一个原生态的假期!,2018/9/30,https://you.ctrip.com/travels/chongqing158/3734478.html,合川区->綦江区->南岸区->九龙坡区
2021,治愈圣地，共赴重庆合川铜梁，一见古今山水城,2021/5/23,https://you.ctrip.com/travels/chongqing158/4012388.html,合川区->铜梁区->渝中区
2019,重庆旅游，打卡最少女心爆棚的拍照地点,2019/8/17,https://you.ctrip.com/travels/chongqing158/3888179.html,大渡口区->九龙坡区->沙坪坝区->渝北区
2019,重庆经典两日游,2019/1/2,https://you.ctrip.com/travels/chongqing158/3764697.html,大足区->丰都县->沙坪坝区->渝中区->南岸区->渝中区->沙坪坝区->渝中区
2018,大足石刻丨最值得静心欣赏的景点，代表世界石窟艺术的最高水平,2018/11/17,https://you.ctrip.com/travels/dazu120025/3751522.html,大足区->南岸区
2020,山城重庆|吃住行游购娱干货（二）,2020/1/6,https://you.ctrip.com/travels/chongqing158/3928597.html,大足区->南岸区->綦江区->沙坪坝区->渝中区->南川区
2018,外地人到重庆怎么玩？精心整理的攻略请你收好，吃喝玩乐尽在其中,2018/12/14,https://you.ctrip.com/travels/chongqing158/3759511.html,大足区->南川区->丰都县->渝中区->南岸区->渝中区->沙坪坝区->渝北区->江津区->铜梁区->永川区->黔江区->成都市->渝中区->江北区->渝中区->沙坪坝区->渝北区->渝中区->南岸区->九龙坡区->綦江区->丰都县->云阳县->忠县
2018,原来网红城市重庆周边，还隐藏了这三大人文历史景点，值得来！,2018/11/18,https://you.ctrip.com/travels/hechuan1445602/3751778.html,大足区->合川区->涪陵区->江津区->渝中区
2021,2021暑假重庆四川动车来回租车自驾八日游,2021/8/25,https://you.ctrip.com/travels/sichuan100009/4023823.html,大足区->德阳市->成都市->眉山市->乐山市->沙坪坝区->渝中区->江北区->渝中区
2019,老太壮游西南之三-重庆大足和永川,2019/6/7,https://you.ctrip.com/travels/yongchuan120024/3813237.html,大足区->永川区->沙坪坝区
2020,重庆主城出发，自驾1.5小时来龙水湖，嗨玩水乐园吃渝西美食！,2020/6/2,https://you.ctrip.com/travels/chongqing158/3951535.html,大足区->沙坪坝区
2018,重庆香火最旺的寺庙，你知道吗？,2018/9/30,https://you.ctrip.com/travels/chongqing158/3734391.html,大足区->渝中区
2019,2020要来了，重庆团建好去处，这几处你一定不要错过,2019/11/7,https://you.ctrip.com/travels/chongqing158/3911857.html,大足区->渝中区->南川区->丰都县
2019,文艺芊儿旅行记：重庆.长江索道、大足石刻全攻略（配美女、美图，更多游记更新中）,2019/9/2,https://you.ctrip.com/travels/chongqing158/3890690.html,大足区->渝中区->成都市
2019,[三人行万里路7]成渝黔11天自驾游重庆篇,2019/10/25,https://you.ctrip.com/travels/wulong120015/1806952.html,大足区->渝中区->沙坪坝区
2020,旅行日记之重庆大足4日游,2020/8/2,https://you.ctrip.com/travels/chongqing158/3961848.html,大足区->渝中区->沙坪坝区->渝中区
2019,重庆的辣味之旅,2019/4/30,https://you.ctrip.com/travels/chongqing158/3798908.html,大足区->渝中区->沙坪坝区->渝中区
2018,山城重庆，秘境恩施（重庆、恩施9日自由行超详细攻略上）,2018/11/30,https://you.ctrip.com/travels/chongqing158/3749950.html,大足区->渝中区->沙坪坝区->渝中区->九龙坡区->渝中区->南岸区->渝中区
2019,文艺芊儿旅行记：重庆.洪崖洞、磁器口、嘉陵江全攻略（配美女、美图，更多游记更新中,2019/8/29,https://you.ctrip.com/travels/chongqing158/3890176.html,大足区->渝中区->沙坪坝区->渝中区->南岸区
2020,重庆5日游---一个人的自由行体会（五）,2020/7/1,https://you.ctrip.com/travels/chongqing158/3956402.html,大足区->綦江区
2020,重庆周边游,2020/8/14,https://you.ctrip.com/travels/rongchang2332/3964859.html,大足区->荣昌区
2020,揣一口袋开心满载而归,2020/12/30,https://you.ctrip.com/travels/rongchang2332/3990353.html,大足区->荣昌区
2021,宜宾~访长江之头，探古城叙州，品山谷诗文，饮叙府美酒,2021/3/6,https://you.ctrip.com/travels/yibin278/3998026.html,宜宾市->乐山市
2020,2020川藏行,2020/9/2,https://you.ctrip.com/travels/tibet100003/3968494.html,宜宾市->乐山市
2019,世界最美好的事—和志同道合的朋友一起追星，一起吃成都美食,2019/6/22,https://you.ctrip.com/travels/chengdu104/3817692.html,宜宾市->成都市
2019,乘着绿皮去游行！-环中国四极及徒步海南岛游记！,2019/10/13,https://you.ctrip.com/travels/xinjiang100008/3905625.html,宜宾市->成都市
2019,「两人一车一世界」成都周边小众秘境自驾攻略vol.2,2019/9/11,https://you.ctrip.com/travels/sichuan100009/3895956.html,宜宾市->泸州市
2019,从巴南刮来的一阵“鹿”炫风，把我吹到了“日本奈良”！,2019/7/24,https://you.ctrip.com/travels/chongqing158/3879560.html,巴南区->九龙坡区->巴南区
2018,重庆的冬天‖能让人感到温暖的不只有火锅，还有温泉,2018/12/14,https://you.ctrip.com/travels/chongqing158/3759513.html,巴南区->北碚区->九龙坡区->南岸区->九龙坡区
2021,叮！热浪来袭，您有一份重庆主城避暑攻略请注意查收！,2021/5/12,https://you.ctrip.com/travels/chongqing158/4010385.html,巴南区->北碚区->南岸区
2020,魅力巴南丨重庆主城休闲游好去处，菊花展、南泉灯会、西流沱小镇，超多耍事！,2020/11/17,https://you.ctrip.com/travels/chongqing158/3983391.html,巴南区->南岸区->渝北区
2021,重庆周边漂流胜地｜高考后最解压的清凉玩法！,2021/6/4,https://you.ctrip.com/travels/chongqing158/4015099.html,巴南区->南川区
