景区名称,城市
朝天门长江大桥,朝天门长江大桥
仪陇县新政镇安溪潮乡村旅游景区,南充市
重庆江津陈独秀旧居陈列馆,江津
重庆市潼南区陈抟故里景区,潼南
资阳市陈毅故里景区,资阳市
涪城区晨曦森林度假村旅游景区,绵阳市
成都大熊猫繁育研究基地,成都市
成都欢乐谷,成都市
成都环球中心,成都环球中心
成都市建川博物馆聚落,成都市
成都鹪鹩人文精品酒店,成都鹪鹩人文精品酒店
成都锦城公园,成都锦城公园
成都玉林路,成都玉林路
成都战役纪念馆,成都市
成佳茶乡旅游景区,成都市
仁寿城市湿地公园,眉山市
南充市高坪橙乡烟山旅游景区,南充市
成都崇州街子古镇,成都市
崇州市博物馆,成都市
成都市川菜博物馆,成都市
中国川菜体验园景区,成都市
川剧院,川剧院
四川美术学院,四川美术学院
川西关口景区,德阳市
川西竹海景区,成都市
叙州区春风里景区,宜宾市
泸州叙永县春秋祠,泸州市
春熙路,春熙路
春驿花园景区,眉山市
成都市新津纯阳观景区,成都市
资阳市乐至县慈恩寺旅游景区,资阳市
东兴老街,内江市
翠屏区翠屏山景区,宜宾市
大川河旅游景区,雅安市
大慈寺,大慈寺
四川盆底-大地艺术景区,德阳市
重庆潼南大佛寺,潼南
重庆大韩民国临时政府旧址陈列馆,渝中
泸州市古蔺县大黑洞风景区,泸州市
重庆涪陵武陵山大裂谷景区,涪陵
天府新区大林镇翠湖梨乡,成都市
大洛水码头,大洛水码头
宜宾市大妙荷花景区,宜宾市
重庆涪陵大木花谷林下花园景区,涪陵
重庆万州大瀑布群旅游区,万州
内江大千园旅游景区,内江市
乐山市大千纸故里研学园,乐山市
南充市大深南海旅游景区,南充市
大熊猫月亮产房,大熊猫月亮产房
大雅文化旅游景区,眉山市
宜宾市高县大雁岭旅游景区,宜宾市
成都大悦城,成都市
大云山景区,广安市
成都市彭州丹景山旅游景区,成都市
丹棱?桃花源,眉山市
萃屏公园,广安市
重庆南岸长嘉汇弹子石老街,南岸
稻虾乐园景区,德阳市
稻香湾梦幻田园景区,眉山市
南充市仪陇县德园景区,南充市
蜂桶寨邓池沟景区,雅安市
邓小平故里旅游区,广安市
帝源生态农场,达州市
重庆巅峰乐园,重庆巅峰乐园
重庆合川钓鱼城景区,合川
沙湾区叠翠坪休闲度假中心,乐山市
龙苍沟叠翠溪景区,雅安市
蝶彩花卉景区,眉山市
乐山东方佛都旅游区,乐山市
逐宁市大英县东方生态博览园,遂宁市
乐山市夹江县东风堰-千佛岩景区,乐山市
东汉醪糟旅游景区,达州市
新繁东湖景区,成都市
东郊记忆,成都市
东拉山大峡谷,雅安市
南充市高坪区金凤山旅游景区,南充市
东坡区惠川景区,眉山市
东水门长江大桥,东水门长江大桥
重庆东温泉风景区,巴南
东西关钓鱼城,广安市
乐山市天工开物文化旅游景区,乐山市
泸州市江阳区董允坝伞乡景区,泸州市
重庆动物园,九龙坡
洞亭火锅,洞亭火锅
绵阳市江油窦圌山风景区,绵阳市
成都杜甫草堂博物馆,成都市
德阳段家大院子川西古民居园区,德阳市
达州市宣汉县峨城山旅游景区,达州市
华蓥山峨凤岭森林农庄,广安市
峨眉山风景名胜区,乐山市
峨山老窖景区,眉山市
重庆鹅岭公园,渝中
重庆市鳄鱼中心,渝北
内江市范长江文化旅游园区,内江市
梵高星空艺术馆,梵高星空艺术馆
芳邻路酒吧一条街,芳邻路酒吧一条街
重庆渝北放牛坪景区,渝北
绵阳北川飞鸿滑草场景区,绵阳市
飞仙关旅游景区,雅安市
开江县飞云温泉景区,达州市
国际非物质文化遗产博览园,成都市
重庆梁平百里竹海,梁平区
重庆丰都名山风景区,丰都
重庆巴南丰盛古镇,巴南
阆中古城,南充市
泸州市凤凰湖旅游景区,泸州市
重庆万州凤凰花果山景区,万州
马边凤鸣会步景区,乐山市
成都市武侯区天府芙蓉园景区,成都市
佛宝森林公园,泸州市
宜宾市长宁县佛来山旅游景区,宜宾市
成都佛罗伦萨小镇,成都市
佛山橘海.橘乐田园景区,资阳市
佛图关公园,佛图关公园
江北区福音堂,江北区福音堂
绵阳富乐山景区,绵阳市
大寨乡富民新村旅游景区,泸州市
富顺文庙·西湖景区,自贡市
甘海子,甘海子
高峰山景区,遂宁市
重庆綦江高庙坝生态旅游区,江津
高庙古镇,高庙古镇
翠屏区高桥竹村景区,宜宾市
重庆歌乐山烈士陵园,渝中
重庆歌乐山森林公园,沙坪坝
中国根书艺术馆,乐山市
龚滩,龚滩
龚滩古镇,龚滩古镇
贡院,贡院
贡院民俗广场,贡院民俗广场
古佛顶旅游景区,内江市
重庆万州古红桔主题公园,万州
重庆綦江古剑山风景区,綦江
重庆涪陵古今花海景区,涪陵
古郎景区,泸州市
隆昌县古宇湖旅游区,内江市
隆昌市古宇渔村景区,内江市
重庆关岳庙,重庆关岳庙
遂宁市中国观音故里旅游区,遂宁市
观音湖湿地公园旅游景区,遂宁市
重庆观音桥商圈都市旅游区,江北
达州市宣汉县观音山森林公园,达州市
重庆璧山观音塘湿地公园,璧山
重庆黔江官村景区,黔江
灌县古城,成都市
广汉房湖景区,德阳市
重庆市广益中学校园景区,南岸
重庆铜梁桂花博览园,铜梁
桂花湖景区,眉山市
桂园,桂园
重庆江津滚子坪景区,江津
乐山市郭沫若故居,乐山市
国际会议展览中心,国际会议展览中心
成都市祟州市天府国际慢城景区,成都市
国瑞皓峰景区,眉山市
成都国色天乡乐园,成都市
国泰艺术中心,国泰艺术中心
宜宾市果城花乡景区,宜宾市
峨边县哈曲解放彝寨,乐山市
成都市双流区海滨城景区,成都市
成都市海昌极地海洋世界景区,成都市
重庆海兰云天温泉度假区,九龙坡
重庆海石公园,沙坪坝
泸州欢乐派海滩公园,泸州市
重庆大足海棠香国历史文化风情城,大足
重庆开州汉丰湖景区,开州
重庆汉海海洋公园,巴南
汉姜古城旅游景区,雅安市
汉亭生态农业观光园,达州市
绵竹汉旺地震遗址公园,德阳市
汉阳湖景区,眉山市
雅安汉源体育公园,雅安市
好秾人有机农庄,成都市
荷和原乡,铜梁
世界荷花博览园,遂宁市
荷花谷旅游景区,内江市
重庆大足荷花山庄,大足
鹤鸣茶社,鹤鸣茶社
高坪区鹤鸣山旅游景区,南充市
黑龙滩旅游景区,眉山市
重庆万盛黑山谷景区,万盛
重庆江津黑石山风景区,江津
乐山市黑竹沟风景区,乐山市
峨边县黑竹沟底底古彝寨,乐山市
宜宾横江古镇景区,宜宾市
红仓?完美文创产业园,成都市
名山区红草坪景区,雅安市
绵阳市安州区红花源景区,绵阳市
天全县红军村景区,雅安市
涪陵四川红军第二路游击队烈士陵园,涪陵
万源市红军公园旅游景区,达州市
阖中市红军烈士纪念园,南充市
重庆綦江石壕红军烈士墓,綦江
重庆红岩革命纪念馆,渝中
红岩魂陈列馆,红岩魂陈列馆
宜宾高县胜天红岩山旅游景区,宜宾市
四川江安红岩柿子部落旅游景区,宜宾市
南部县升钟湖旅游景区,南充市
长宁县洪谟故里景区,宜宾市
重庆洪崖洞民俗风貌区,渝中
鸿恩寺,鸿恩寺
翠屏区幸福?胡坝景区,宜宾市
重庆湖广会馆,渝中
安州区枣皮走廊·蝴蝶谷景区,绵阳市
重庆沙坪坝虎峰山景区,九龙坡
护国运动文化园区,泸州市
安州区花城果乡旅游景区,绵阳市
大竹县花房子景区,达州市
花海果乡旅游景区,雅安市
花好动物园生态观光动物园,南充市
中国花椒博览园,雅安市
花漫水乡景区,内江市
花熳天下景区,成都市
寿安花木编艺公园,成都市
重庆云阳县香盟花千谷景区,云阳
重庆南川花山公园,南川
成都市花水湾温泉度假旅游区,成都市
清溪谷花田酒地景区,泸州市
成都市花舞人间旅游景区,成都市
什邡市花坞.御景园景区,德阳市
天府花溪谷,成都市
金口河区花溪曙光旅游景区,乐山市
新都花香果居旅游景区,成都市
花香田园景区,自贡市
重庆华生园金色蛋糕梦幻王国景区,大渡口
重庆华岩旅游区,九龙坡
广安华蓥山旅游区,广安市
重庆梁平滑石古寨景区,梁平
浣花溪,浣花溪
皇冠大扶梯,皇冠大扶梯
市中区黄鹤湖旅游区,内江市
黄花园大桥,黄花园大桥
黄继光纪念馆,德阳市
黄荆老林,泸州市
邻水县黄桷树公园,广安市
黄桷湾立交桥,黄桷湾立交桥
成都市双流区黄龙溪旅游区,成都市
黄山蒋介石官邸,黄山蒋介石官邸
重庆江津会龙庄景区,江津
重庆会仙楼,重庆会仙楼
瑞鑫火箭湖旅游景区,自贡市
重庆际华园景区,渝北
继勋公园,遂宁市
重庆加勒比海水世界景区,南岸
嘉陵第一桑梓风景区,南充市
嘉陵江大桥,嘉陵江大桥
重庆渝中嘉西村—怡园景区,綦江
自贡市尖山风景区,自贡市
犍为文庙,乐山市
建川博物馆,建川博物馆
剑南老街,德阳市
重庆丰都江池横梁景区,丰都
绵阳市江油佛爷洞旅游景区,绵阳市
江油市中国酱文化博览园,绵阳市
重庆綦江教育博物馆,綦江
解放碑,解放碑
重庆北碚金刀峡景区,北碚
重庆万盛金蝶湖文化公园景区,万盛
金凤山景区,雅安市
重庆南川金佛山景区,南川
金口河区大渡河金口大峡谷旅游景区,乐山市
金兰花谷,宜宾市
重庆铜梁金梅印象景区,铜梁
四川金盆地酒文化博览园,成都市
翠屏区金秋湖茶博园景区,宜宾市
金色清平景区,德阳市
成都金沙遗址博物馆,成都市
开江金山寺旅游景区,达州市
乐山金鹰山荘,乐山市
月亮湾.金钟山景区,雅安市
锦里,锦里
成都市锦门景区,成都市
锦屏山3A级景区,宜宾市
南充市营山县进士文化旅游景区,南充市
重庆缙云山景区,北碚
净音寺,净音寺
重庆北碚静观花木生态旅游区,北碚
重庆九龙坡九凤山景区,万州
九皇山,绵阳市
九街,九街
成都市虹口旅游景区,成都市
重庆万县“九五”惨案纪念馆,万州
九眼桥,九眼桥
重庆丰都九重天景区,丰都
九子山旅游景区,宜宾市
橘香小镇,宜宾市
仪陇县橘源旅游景区,南充市
宜宾市兴文县僰人巨石阵景区,宜宾市
华蓥市君兰天下生态文化园,广安市
重庆开州博物馆,开州
重庆垫江恺之峰旅游区,垫江
重庆沙坪坝抗战名人旧居,沙坪坝
重庆抗战遗址博物馆,南岸
高县可久红岩山旅游景区,宜宾市
自贡恐龙博物馆,自贡市
苦竹?天泉景区,宜宾市
宽窄巷子,成都市
奎星楼,奎星楼
魁星楼,魁星楼
夔门,夔门
雅安喇叭河森林公园,雅安市
重庆合川涞滩古镇,合川
兰桂坊,兰桂坊
重庆市南岸岚苑景区,南岸
蓝月谷,蓝月谷
阆中文庙,南充市
老北街,老北街
老峨山景区,眉山市
平武县老河沟景区,绵阳市
老君山,老君山
重庆綦江国家地质公园老瀛山景区,綦江
重庆乐和乐都景区,永川
乐山大佛景区,乐山市
乐山乌木文化博览苑,乐山乌木文化博览苑
乐天花谷,乐天花谷
乐贤半岛旅游区,内江市
雷畅故居景区,乐山市
南溪区雷公山景区,宜宾市
仪陇县黎明村旅游景区,南充市
重庆南川黎香湖湿地生态园,南川
绵阳市江油李白故居旅游景区,绵阳市
江油李白纪念馆景区,绵阳市
李冰文化旅游景区,德阳市
重庆垫江李花源景区,垫江
重庆涪陵李蔚如故里,涪陵
宜宾市李庄古镇,宜宾市
李子坝轻轨,李子坝轻轨
李子坝公园,李子坝公园
成都连二里市旅游景区,成都市
兴文县凉水湾景区,宜宾市
重庆中华梁平柚海,梁平
绵阳市梓潼县两弹城旅游景区,绵阳市
重庆两江国际影视城,渝北
雁江区临江寺?川味源文化旅游景区,资阳市 
灵关石城旅游景区,雅安市
重庆北碚西山坪苓茏苑,北碚
南充市凌云山景区,南充市
岭上花开农业公园,德阳市
重庆开州刘伯承同志纪念馆,开州
刘氏庄园旅游区,成都市
宜宾市流杯池公园,宜宾市
重庆鎏嘉码头景区,江北
柳江古镇旅游景区,眉山市
宜宾市珙县龙茶花海景区,宜宾市
遂宁市龙凤景区,遂宁市
重庆云阳龙缸景区,云阳
龙浒峡漂流,龙浒峡漂流
龙洄酒庄,泸州市
芦山县龙门古镇旅游景区,雅安市
龙门浩老街,龙门浩老街
龙蟠溪,宜宾市
龙桥文化生态园,泸州市
成都市龙泉国际标榜旅游区,成都市
仪陇县龙神垭乡村旅游景区,南充市
名山区龙滩子景区,雅安市
达州万源市龙潭河旅游景区,达州市
重庆市龙头嘴森林公园,开州
重庆渝北龙兴古镇景区,渝北
内江市隆昌古湖景区,内江市
芦苇滩,芦苇滩
泸州方山旅游区,泸州市
泸州老窖旅游区,泸州市
泸州市博物馆,泸州市
鹿鸣茶海旅游景区,宜宾市
成都麓湖水城景区,成都市
绵竹市九龙山一麓棠山旅游区,德阳市
重庆璧山露德堂景区,璧山
罗城古镇,乐山市
绵阳市罗浮山景区,绵阳市
罗汉寺,罗汉寺
罗江白马关景区,德阳市
内江市资中县罗泉古镇旅游景区,内江市
罗瑞卿纪念馆旅游景区,南充市
罗中立美术馆,罗中立美术馆
重庆云阳县锣鼓宕风景区,云阳
裸伊谷景区,眉山市
洛带古镇,成都市
重庆江津骆騋山景区,江津
四川旅博天地,乐山市
重庆云阳绿岛景区,云阳
宣汉县马渡关石林旅游景区,达州市
重庆开州马扎营养生旅游区,开州
马祖故里景区,德阳市
马边县玛瑙苗寨旅游景区,乐山市
成都山玫瑰谷,达州市
玫瑰海,自贡市
美国驻成都总领事馆,美国驻成都总领事馆
重庆万州桐花湾美人谷景区,万州
休闲美食文化园,成都市
重庆美心红酒小镇景区3A,涪陵
名山区蒙顶酒庄景区,雅安市
雅安蒙顶山旅游景区,雅安市
蒙牛乳制品（眉山）工业旅游景区,眉山市
孟塘里乡情生态园,内江市
南湖梦幻岛,成都市
梦里水乡田园度假农场,泸州市
重庆万州弥陀禅院,万州
宣汉县米岩花海旅游景区,达州市
广安市蜜梨度假村旅游景区,广安市
绵阳市科技馆旅游景区,绵阳市
喵儿石创艺,喵儿石创艺
宣汉县庙安花果山旅游景区,达州市
森态源魔芋工业旅游景区,乐山市
世界茉莉博览园,乐山市
沫若戏剧文创园,乐山市
邻水县缪氏庄园,广安市
重庆垫江牡丹樱花世界景区,垫江
木府,木府
乐山市木鱼人家旅游景区,乐山市
沐川竹海,乐山市
奶牛梦工场,奶牛梦工场
南滨公园,南滨公园
重庆南滨路景区,南岸
重庆南川生态大观园,南川
重庆大渡口南海温泉中心,大渡口
南湖多彩植物园,南湖多彩植物园
南津关古镇,南津关古镇
南津关连峰楼,南津关连峰楼
南门楼,南门楼
南屏步行街,南屏步行街
重庆市南山风景区,南岸
重庆丰都南天湖景区,丰都
重庆南温泉风景区,巴南
南溪古街旅游景区,宜宾市
南溪区月亮湾,宜宾市
南溪区朱德旧居景区,宜宾市
重庆云阳泥溪农耕故土园景区,云阳
中国绵竹年画村景区,德阳市
重庆江津聂荣臻故居,江津
重庆聂荣臻元帅陈列馆,江津
魅力柠海景区,资阳市
牛佛古镇景区,自贡市
雅安市名山区牛碾坪景区,雅安市
农夫山泉峨眉山工业旅游区,乐山市
成都市郫县农科村,成都市
重庆铜梁西部农林大世界,铜梁
农民版画院,农民版画院
通川区磐石月湖旅游景区,达州市
盤飧市,盤飧市
中国泡菜城景区,眉山市
彭祖故里,眉山市
遂宁大英县蓬莱公园,遂宁市
重庆枇杷山,重庆枇杷山
重庆万州三峡平湖旅游区,万州
邛峡市平乐古镇,成都市
绵阳市平武报恩寺,绵阳市
重庆长寿菩提古镇文化旅游区,长寿
重庆长寿菩提山文化旅游区,长寿
蒲花暗河,蒲花暗河
遂宁市安居区七彩明珠景区,遂宁市
宜宾市长宁县七洞沟旅游景区,宜宾市
七里坝旅游景区,雅安市
七坪寨旅游景区,南充市
梓橦县七曲山风景区,绵阳市
重庆万州七星谷景区,万州
郪讲湿地公园,遂宁市
重庆铜梁黄桷门奇彩梦园,铜梁
重庆万州奇芳花谷景区,万州
重庆云阳县歧山草原景区,云阳
中国脐橙之乡风景旅游区,成都市
重庆綦江博物馆,綦江
千佛山,千佛山
安岳县千佛寨旅游景区,资阳市
营山县多彩千坵旅游景区,南充市
千厮门大桥,千厮门大桥
琴台故径,琴台故径
青羊宫,青羊宫
清代四川贡院,清代四川贡院
筠连清溪沟景区,宜宾市
达州市大竹县五峰山旅游景区,达州市
重庆江津清源宫景区,江津
中国酒村一邛酒文化风情旅游村落,成都市
重庆铜梁邱少云烈士纪念馆,铜梁
屈原故里,屈原故里
达州市渠县賨人谷旅游景区,达州市
渠县红色渠县纪念园旅游景区,达州市
渠县文庙景区,达州市
泉映梨花旅游景区,成都市
重庆人民大礼堂及人民广场,渝中
成都人民公园,成都人民公园
重庆人民英雄纪念碑,重庆人民英雄纪念碑
自贡市荣县大佛文化旅游区,自贡市
重庆融汇温泉小镇,沙坪坝
重庆璧山三担湖公园,璧山
西部最美水乡?三道堰旅游景区,成都市
三多古寨景区,自贡市
绵阳市越王楼?三江半岛景区,绵阳市
重庆铜梁三色乡下时光景区,铜梁
三圣花乡观光旅游区,成都市
三苏祠景区,眉山市
三索窝旅游景区,雅安市
重庆中国三峡博物馆,渝中
重庆云阳三峡梯城景区,云阳
重庆三峡移民纪念馆,万州
四川广汉三星堆博物馆,德阳市
重庆涪陵沙溪温泉,涪陵
沙子湾景区,眉山市
山城步道,山城步道
常生山水印象,宜宾市
山王坪,山王坪
重庆上邦温泉旅游区,九龙坡
雅安市雨城区上里古城,雅安市
上里古镇,上里古镇
遂宁市射洪市舍得酒文化旅游区,遂宁市
自贡市燊海井景区,自贡市
重庆市黔江神龟峡景区,黔江
通川区神剑园旅游景区,达州市
神龙山巴人石头城,广安市
硗碛藏寨·神木垒景区,雅安市
江湾神木园,眉山市
泸州市叙永县中国沈酒庄景区,泸州市
沈子国酒庄景区,泸州市
乐山市峨眉山大佛禅院佛教文化旅游区,乐山市
圣寿寺,圣寿寺
宣汉县圣水桃园旅游景区,达州市
重庆开州盛山植物园,开州
狮子生态农业景区,眉山市
十八梯,十八梯
内江市威远县石板河旅游区,内江市
珙县石板溪娃娃鱼生态园,宜宾市
重庆忠县石宝寨,忠县
兴文石海洞乡旅游区,宜宾市
石井坡,石井坡
兴文石菊古地旅游景区,宜宾市
重庆江津石门大佛景区,江津
内江市隆昌县石牌坊旅游区,内江市
重庆万州石桥乡湿地公园,万州
重庆石笋山景区,江津
石象湖景区,成都市
史迪威博物馆,史迪威博物馆
世界樟海-长滩樟林景区,宜宾市
中国香山?寿香谷,德阳市
寿星谷景区,眉山市
重庆万州同鑫蔬菜大观园,万州
蜀国鹃都景区,成都市
蜀酒文化园区,成都市
蜀南花海,宜宾市
宜宾市蜀南竹海风景名胜区,宜宾市
高县蜀山茶海景区,宜宾市
重庆梁平双桂堂,梁平
重庆潼南双江古镇景区,潼南
重庆双龙湖,重庆双龙湖
西充县双龙桥中国有机生态循环第一村,南充市
重庆黔江水车坪景区,黔江
兴文县水泸坝景区,宜宾市
金口河区水墨顺河旅游景区,乐山市
中国绸都丝绸博物馆,南充市
遂宁市中国死海旅游度假区,遂宁市
四川博物院,四川博物院
四川大学,四川大学
四川美术馆,四川美术学院
四川省图书馆,四川省图书馆
重庆云阳县四方井公园景区,云阳
乐至县四季果乡景区,资阳市
宜宾市屏山县四季果园景区,宜宾市
五月玫瑰四季庭苑,成都市
重庆江津四面山景区,江津
南充南部县寺外桃源旅游景区,南充市
重庆永川松溉古镇,永川
成都松鼠部落森林假日公园,成都市
重庆宋庆龄旧居陈列馆,渝中
苏家坝立交桥,苏家坝立交桥
乐山市犍为县嘉阳.桫椤湖景区,乐山市
塔子山,塔子山
太安石林,宜宾市
重庆江津太公山景区,江津
成都远洋太古里,成都远洋太古里
大竹县玉带河太极岛,达州市
太平古镇景区,泸州市
重庆江津塘河古镇,沙坪坝
成都市桃花故里旅游景区,成都市
松林桃花山风景区,德阳市
西充县桃文化博览园,南充市
桃源山居旅游景区,乐山市
特园,特园
幺麻子藤椒文化旅游景区,眉山市
天池公园景区,宜宾市
天池山景区,眉山市
重庆天赐温泉生态旅游景区,九龙坡
重庆天地旅游区,渝中
夹江天福观光茶园,乐山市
天府橙都,眉山市
天府广场,天府广场
天府微博村,成都市
简阳东来桃源景区,成都市
阆中天宫院风水文化景区,南充市
重庆巴南天坪山云林天乡景区,巴南
天台山风景名胜区,成都市
泸州天仙硐,泸州市
重庆开州紫海云天香草园,开州
重庆开州天心桥景区,开州
天艺浓园艺术博览园,成都市
天意谷景区,广安市
铁路四村,铁路四村
重庆铁山坪森林公园,江北
通远门城墙遗址,通远门城墙遗址
铜锣山旅游区,广安市
三台县潼川古城景区,绵阳市
重庆统景温泉风景区,渝北
筒子楼,筒子楼
重庆黔江土家十三寨,黔江
瓦屋山景区,眉山市
万花谷景区,内江市
重庆荣昌万灵古镇,荣昌
重庆万盛科技馆,万盛
望丛祠,成都市
望乡台,望乡台
绵阳市北川维斯特农业休闲旅游区,绵阳市
成都市龙泉驿区蔚然花海景区,成都市
重庆合川文峰街,合川
达州市渠县文峰山文化旅游景区,达州市
文庙,文庙
文殊院,文殊院
高县文武荷田景区,宜宾市
达州市达川区乌梅山旅游景区,达州市
泸州乌木水寨,泸州市
乐山市乌木文化博览苑,乐山市
威远县世界无花果博览园旅游景区,内江市
五彩荷园景区,自贡市
五彩林乡,资阳市
金口河区五彩天池旅游景区,乐山市
五凤溪景区,成都市
五华山旅游区,广安市
重庆大足五金博物馆,大足
五块石街道,五块石街道
五粮液旅游景区,宜宾市
阊中市天林乡五龙度假区,南充市
成都武侯祠博物馆,成都市
重庆涪陵武陵山国家森林公园,涪陵
武陵山乡,武陵山乡
夕佳山民居,宜宾市
西湖公园,西湖公园
成都市西岭雪山景区,成都市
西流沱小镇,西流沱小镇
西南航空文化旅游景区,成都市
西秦会馆,西秦会馆
南充市西山风景区,南充市
重庆万州西山公园,万州
重庆万州西游洞,铜梁
南充营山县西月湖公园,南充市
犀牛山庄,眉山市
下浩老街,下浩老街
重庆荣昌夏布小镇景区,荣昌
夏河溪景区,成都市
重庆垫江仙草园中医文化旅游区,垫江
绵阳市仙海旅游景区,绵阳市
重庆开州温泉仙女洞,开州
仙市古镇旅游景区,自贡市
五渡先锋新寨景区,乐山市
鲜花山谷,成都市
香槟广场,香槟广场
凤垚香谷水世界,宜宾市
重庆永川香海温泉旅游度假区,永川
达州市宣汉县香炉山旅游景区,达州市
响水六坊景区,眉山市
玉林路小酒馆,玉林路小酒馆
重庆黔江小南海旅游景区,黔江
小青龙河旅游景区,内江市
孝泉镇,孝泉镇
广安市肖溪古镇,广安市
蟹螺堡子,雅安市
新场古镇,成都市
成都市新华公园,成都市
青白江区客家杏花村旅游景区,成都市
幸福公社,宜宾市
安州区幸福七里旅游景区,绵阳市
幸福田园,成都市
熊猫古城景区,雅安市
秀岭春天景区,达州市
重庆铜梁玄天湖景区,铜梁
雅安雪山新村景区,雅安市
重庆丰都雪玉洞景区,丰都
南充市蓬安县血村,南充市
寻龙山景区,绵阳市
雅女湖有机农庄,眉山市
马边县烟峰彝家新寨旅游景区,乐山市
严道古城景区,雅安市
自贡盐业历史博物馆,自贡市
崇州市罨画池,成都市
重庆巴南羊鹿山景区,巴南
重庆潼南杨闇公故里景区,潼南
杨家坪步行街,杨家坪步行街
达州市宣汉县洋烈水乡景区,达州市
洋人街,洋人街
尧坝古镇,泸州市
绵阳市北川药王谷旅游景区,绵阳市
重庆药用植物园,南川
夜啤酒长廊,夜啤酒长廊
成都伊利乳业园旅游景区,成都市
壹华里,壹华里
梓潼县文昌艺术部落,绵阳市
广汉市易家河坝乡村旅游区,德阳市
四川易园园林艺术博物馆,成都市
银城花海,广安市
邻水县银鼎山公园,广安市
重庆渝北印盒李花生态旅游区,渝北
绵阳市平武印象梅林景区,绵阳市
眉山樱花博览园,眉山市
成都蒲江樱桃山旅游景区,成都市
重庆云阳映山红公园,云阳
重庆映像金阳历史风貌区,南岸
重庆永川桃花源旅游度假区,永川
重庆南川永隆山森林公园,南川
重庆合川友缘山庄,合川
西充县中国有机生活公园旅游景区,南充市
余泽鸿故居,宜宾市
南部县禹迹山风景区,南充市
玉蟾山景区,泸州市
玉皇养生谷,成都市
绵阳市盐亭县玉龙山旅游景区,绵阳市
自贡市玉章故里景区,自贡市
御翠草堂,成都市
成都市崇州元通古镇景区,成都市
重庆园博园,渝北
资阳市安岳石刻?圆觉洞景区,资阳市
圆觉洞摩崖造像,圆觉洞摩崖造像
辕门仙草谷,乐山市
重庆云阳月光草坪景区,云阳
雅安市名山区月亮湖景区,雅安市
岳池县岳池农家生态文化旅游区,广安市
岳池县乡愁园景区,广安市
悦缘花谷景区,资阳市
云端之眼观景台,云端之眼观景台
大竹县云峰茶谷旅游景区,达州市
荥经县云峰山景区,雅安市
云溪温泉,泸州市
重庆巴南云篆山,巴南
重庆云阳县枣康源景区,云阳
渣滓洞,渣滓洞
寨山坪,寨山坪
战旗村景区,成都市
泸州市张坝桂圆林旅游景区,泸州市
重庆云阳张飞庙,云阳
张澜故里旅游区,南充市
张澜纪念馆旅游景区,南充市
长江大桥,长江大桥
南溪区长江第一湾景区,宜宾市
重庆长江索道景区,渝中
江安县长江竹岛景区,宜宾市
长寿古镇,长寿古镇
重庆长寿湖旅游区,长寿
翠屏区赵一曼故居景区,宜宾市
达州市真佛山景区,达州市
广安市岳池县中富农庄风景区,广安市
重庆中国民主党派历史陈列馆景区,渝中
遂宁市中华侏罗纪探秘旅游区,遂宁市
中里新村,雅安市
重庆江津中山古镇,江津
中山四路,中山四路
